"sample"	"assay"	"mouse_id"	"tissue"	"timepoint"	"project"	"batch"	"treatment"	"genotype"	"sex"	"sample_date"	"dob"	"dod"	"sample_weeks"	"age_at_end"	"age_at_start"	"age_at_sample"	"samtools.flagstat_total"	"samtools.mapped_passed"	"biotype_counts.percent_rRNA"	"dupradar.dupRadar_intercept"	"picard.PERCENT_DUPLICATION"	"qualimap.5_3_bias"	"qualimap.reads_aligned"	"rseqc.proper_pairs_percent"	"salmon.percent_mapped"	"salmon.num_mapped"	"samtools.error_rate"	"samtools.non_primary_alignments"	"samtools.reads_mapped"	"samtools.reads_properly_paired_percent"	"samtools.reads_MQ0_percent"	"samtools.raw_total_sequences"	"star.uniquely_mapped_percent"	"star.uniquely_mapped"	"fastqc_raw.percent_duplicates"	"fastqc_raw.percent_gc"	"fastqc_raw.percent_fails"	"fastqc_raw.total_sequences"	"fastqc_trimmed.percent_duplicates"	"fastqc_trimmed.percent_gc"	"fastqc_trimmed.avg_sequence_length"	"fastqc_trimmed.percent_fails"	"fastqc_trimmed.total_sequences"	"myeloid"	"CML_space"	"myeloid_class"	"state_class"	"time_class"	"Group"	"HSA_ABL1_gene"	"HSA_BCR_ABL1_gene"	"HSA_BCR_gene"	"HSA_MYH11_gene"	"state_chr"	"myeloid_chr"	"old.state_class"	"rx_class"	"group_name"	"state_rx"	"old.CML_space"	"old.state_chr"	"old.state_rx"
"COHP_45012"	"mRNA"	"541"	"PBMC"	"15"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-06-01	2020-12-01	NA	15	29	11	26	116837656	116837656	0.77621686646568	0.082840795656751	0.39028	1.03	43371839	43.1523035689795	73.6912666546766	37564471	0.003096775	29923722	86913934	99.8041096609434	1.77750094708634	86913934	71.24	36312576	66.3745770336018	52.5	13.6363636363636	51477316	65.9960191987815	52.5	98.3887713290815	13.6363636363636	50975472	73.1	-310.947283745218	2	3	2	"B"	26.382982	29.2707	12.451779	0	"c3"	"c3"	2	NA	"CML"	"c3"	-310.947283745217	"c3"	"c3"
"COHP_45013"	"mRNA"	"541"	"PBMC"	"16"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-06-08	2020-12-01	NA	16	29	11	27	149861456	149861456	1.26692389554382	0.107364689614313	0.516481	1.08	48248163	29.4965638129126	72.6750227537663	42302638	0.003169429	53191117	96670339	99.8199933901132	2.95778418652282	96670339	62.32	36274499	75.3926483782575	56.5	22.7272727272727	58824752	75.0292246666272	56.5	98.1554361151998	22.7272727272727	58207946	74.9	-316.722781132069	2	3	2	"B"	20.939849	21.622389	11.253022	0	"c3"	"c3"	2	NA	"CML"	"c3"	-316.722781132068	"c3"	"c3"
"COHP_45014"	"mRNA"	"541"	"PBMC"	"17"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-06-15	2020-12-01	NA	17	29	11	28	118088792	118088792	0.590400310563319	0.0671480827833689	0.401629	1.06	43143581	41.6534788500504	71.1741744625086	34284155	0.00303106	31733917	86354875	99.9215875189443	1.63024380499653	86354875	72.48	34913314	67.2912319408775	54	9.09090909090909	48405198	66.6087929203815	54	98.2220901765904	9.09090909090909	48169375	79.9	-281.97250834728	2	3	2	"B"	20.635321	11.678586	10.934528	0	"c3"	"c3"	2	NA	"CML"	"c3"	-281.97250834728	"c3"	"c3"
"COHP_45015"	"mRNA"	"541"	"PBMC"	"18"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-06-22	2020-12-01	NA	18	29	11	29	122586622	122586622	1.39978797545277	0.0869251612406021	0.419221	1.06	47266165	42.719550588481	62.249367783083	34658146	0.003872377	27920338	94666284	99.8584987237906	1.27864530945357	94666284	71.86	40008396	68.1036594717489	55	13.6363636363636	56064523	67.4710698242488	55.5	98.126907674292	13.6363636363636	55676302	73.9	-300.388187894449	2	3	2	"B"	23.133538	20.921539	12.412306	0	"c3"	"c3"	2	NA	"CML"	"c3"	-300.388187894449	"c3"	"c3"
"COHP_49224"	"mRNA"	"542"	"PBMC"	"0"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-02-16	2020-12-01	2021-06-14	0	27	11	11	204488106	204488106	0.427391002078701	0.117156345253534	0.536852	1.04	55703497	24.0413063437538	67.0118598579947	40100750	0.002757407	93046692	111441414	99.9691138161617	5.67754282084037	111441414	63.12	37770187	68.2382174582023	52.5	9.09090909090909	59931424	67.5772762160447	52.5	97.9980036019622	13.6363636363636	59841273	16.3	172.102514582752	0	1	0	"B"	0.017769	0	0.012456	0.002046	"c1"	"c1"	0	NA	"CML"	"c1"	172.102514582752	"c1"	"c1"
"COHP_49225"	"mRNA"	"542"	"PBMC"	"1"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-02-23	2020-12-01	2021-06-14	1	27	11	12	176079459	176079459	0.11555522327502	0.102569870213541	0.541011	1.05	50164121	24.808399712314	71.994240178026	38864092	0.002993302	75713486	100365973	99.9624065817605	4.78938912892321	100365973	64.2	34656782	70.8203538319302	53	9.09090909090909	54108805	70.1270582387306	53	98.1021486072897	13.6363636363636	53982224	12.5	55.0935545763177	0	2	1	"B"	0.408519	0	0.174636	0	"c2"	"c1"	0	NA	"CML"	"c2"	55.0935545763176	"c1"	"c1"
"COHP_49226"	"mRNA"	"542"	"PBMC"	"2"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-03-02	2020-12-01	2021-06-14	2	27	11	13	149419827	149419827	0.258740195299687	0.0859772980135547	0.589497	1.06	39638347	20.3961432775585	77.7617418104256	33655659	0.002879373	70111435	79308392	99.9600319724046	5.65115227654597	79308392	57.31	24802521	75.5190128692113	54	13.6363636363636	43400317	74.7946605335216	54	97.9147582334163	18.1818181818182	43280485	30	-46.1262190109385	0	2	1	"B"	0.158725	0.219958	0.050922	0	"c2"	"c1"	0	NA	"CML"	"c2"	-46.1262190109386	"c1"	"c1"
"COHP_49227"	"mRNA"	"542"	"PBMC"	"3"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-03-09	2020-12-01	2021-06-14	3	27	11	14	124716457	124716457	2.80021380469769	0.374150867002241	0.724355	1.1	40115083	16.5860821399056	46.9544448699903	24071137	0.006175571	44458933	80257524	99.9659122302353	2.71865476438072	80257524	57.92	29691200	80.4966048317353	60	22.7272727272727	51318823	80.2506973330688	60	99.0418779143005	22.7272727272727	51264874	20.3	14.1723375871202	0	2	1	"B"	0.26787	0	0.189659	0.003223	"c2"	"c1"	0	NA	"CML"	"c2"	14.1723375871204	"c1"	"c1"
"COHP_49228"	"mRNA"	"542"	"PBMC"	"4"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-03-16	2020-12-01	2021-06-14	4	27	11	15	101237957	101237957	0.386043651329982	0.219336292516378	0.588518	1.05	33398377	25.6400788490823	59.1933524536772	22737640	0.004317084	34415778	66822179	99.961951255735	1.95662880134454	66822179	64.96	24953154	72.4406970940039	56	13.6363636363636	38457324	72.2372511918063	56	99.1593537195676	18.1818181818182	38412489	20.2	6.52769255258587	0	2	1	"B"	0.74982	0	0.271826	0	"c2"	"c1"	0	NA	"CML"	"c2"	6.52769255258588	"c1"	"c1"
"COHP_49229"	"mRNA"	"542"	"PBMC"	"5"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-03-23	2020-12-01	2021-06-14	5	27	11	16	197650740	197650740	0.194764504123691	0.105443435439996	0.620997	1.05	51971132	18.7565480402451	74.7797000308202	43370450	0.002923344	93678485	103972255	99.9711548047121	6.00829134657126	103972255	56.02	32491909	78.6602635055786	55.5	22.7272727272727	58078806	78.1041407654453	55.5	98.4159487047961	27.2727272727273	57997625	21.5	-26.4453647498862	0	2	1	"B"	0.650184	0.377407	0.260605	0	"c2"	"c1"	0	NA	"CML"	"c2"	-26.4453647498862	"c1"	"c1"
"COHP_49230"	"mRNA"	"542"	"PBMC"	"6"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-03-30	2020-12-01	2021-06-14	6	27	11	17	119316011	119316011	2.33861555791727	0.198405854699721	0.611437	1.04	40434696	24.8136069517108	55.6472745071431	27433433	0.005337634	38404206	80911805	99.9475811965881	1.83970311872291	80911805	62.15	30637936	76.0265517689486	58	22.7272727272727	49367300	75.8417825184578	58.5	99.2575750033621	27.2727272727273	49298790	17.9	-25.5977325627945	0	2	1	"B"	1.287663	1.383163	0.476188	0	"c2"	"c1"	0	NA	"CML"	"c2"	-25.5977325627947	"c1"	"c1"
"COHP_49231"	"mRNA"	"542"	"PBMC"	"7"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-04-06	2020-12-01	2021-06-14	7	27	11	18	175788255	175788255	0.722376430098886	0.253628887009486	0.650915	1.04	52305505	19.6085375555949	66.3625639864734	39402416	0.003614795	71137347	104650908	99.9618751516231	3.77269445192009	104650908	61.1	36276399	77.9567868855794	55.5	18.1818181818182	59434979	77.7610352270426	56	99.1795257162999	18.1818181818182	59374463	23.6	-36.8660411457865	0	2	1	"B"	1.383422	0.28248	0.653732	0	"c2"	"c1"	0	NA	"CML"	"c2"	-36.8660411457865	"c1"	"c1"
"COHP_49232"	"mRNA"	"542"	"PBMC"	"8"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-04-13	2020-12-01	2021-06-14	8	27	11	19	163466570	163466570	3.37507463230069	0.500417473784335	0.78347	1.08	48180572	11.8042569804945	57.4981400070913	34416323	0.004921509	67058932	96407638	99.9517735306408	3.40462028537614	96407638	54.04	32346384	85.2075581551825	59	27.2727272727273	59935617	84.8857290430489	60	98.8126547881396	27.2727272727273	59856411	22.5	-32.2793901463214	0	2	1	"B"	1.285017	1.921597	0.532399	0	"c2"	"c1"	0	NA	"CML"	"c2"	-32.2793901463212	"c1"	"c1"
"COHP_49233"	"mRNA"	"542"	"PBMC"	"9"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-04-20	2020-12-01	2021-06-14	9	27	11	20	152008963	152008963	0.323691191352767	0.126998680560281	0.569583	1.05	47473045	25.4144211219966	66.05916048164	35611270	0.003725216	57034395	94974568	99.9700151307874	3.20756920947511	94974568	63.62	34297784	75.3116554524941	56	13.6363636363636	53996076	74.5304646353159	56	98.1175581101395	18.1818181818182	53908148	23.7	-69.0682386146297	0	2	1	"B"	3.203122	3.464211	1.377783	0	"c2"	"c1"	0	NA	"CML"	"c2"	-69.0682386146299	"c1"	"c1"
"COHP_49234"	"mRNA"	"542"	"PBMC"	"10"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-04-27	2020-12-01	2021-06-14	10	27	11	21	159627839	159627839	0.158603476731254	0.0968528385885852	0.541929	1.04	47485159	25.7622782201543	73.3267003789611	38213132	0.00324047	64628930	94998909	99.969903864896	4.06850461830041	94998909	63.75	33220753	73.3058630291871	54	13.6363636363636	52218671	72.704705993992	54	98.3447635767525	18.1818181818182	52113530	26	-78.1664207984452	0	2	1	"B"	2.594794	2.142038	1.164462	0	"c2"	"c1"	0	NA	"CML"	"c2"	-78.1664207984452	"c1"	"c1"
"COHP_49235"	"mRNA"	"542"	"PBMC"	"11"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-05-04	2020-12-01	2021-06-14	11	27	11	22	204997845	204997845	0.468623201881348	0.130340962178777	0.670648	1.05	48974255	14.7050979974936	80.1738428662128	44249476	0.002739261	107014638	97983207	99.9645888300023	7.3820506813989	97983207	50.95	28121943	82.9666834866265	56	22.7272727272727	55279565	82.2951447674245	56	98.1676963133239	27.2727272727273	55191911	58.7	-207.116152276364	1	3	1	"B"	3.494713	4.506727	1.538824	0	"c3"	"c2"	1	NA	"CML"	"c3"	-207.116152276364	"c2"	"c2"
"COHP_49236"	"mRNA"	"542"	"PBMC"	"12"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-05-11	2020-12-01	2021-06-14	12	27	11	23	207112357	207112357	0.261624408617908	0.13423564128531	0.651597	1.06	51409188	16.2175895666138	77.6674758762181	45491373	0.002766811	104256368	102855989	99.9634313953269	6.75783497643487	102855989	51.85	30368120	80.912232344399	55.5	22.7272727272727	58696133	80.2951587927889	56	98.2428352208658	27.2727272727273	58571973	61.6	-179.886801433427	2	3	1	"B"	3.467731	0.728409	1.484166	0	"c3"	"c3"	1	NA	"CML"	"c3"	-179.886801433427	"c2"	"c2"
"COHP_49237"	"mRNA"	"542"	"PBMC"	"13"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-05-18	2020-12-01	2021-06-14	13	27	11	24	201879916	201879916	0.148692994614221	0.137696275712486	0.680875	1.07	46239871	13.6526052447931	81.9932311805233	42785885	0.002587325	109351269	92528647	99.9471460984402	8.10681798902777	92528647	48.52	25318410	82.6653617504358	55.5	22.7272727272727	52314418	82.1419803561731	56	98.3629143691406	27.2727272727273	52182216	78.6	-236.565021158296	2	3	1	"B"	4.690273	4.676062	1.96391	0.001703	"c3"	"c3"	1	NA	"CML"	"c3"	-236.565021158296	"c2"	"c2"
"COHP_49238"	"mRNA"	"542"	"PBMC"	"14"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-05-25	2020-12-01	2021-06-14	14	27	11	25	164343651	164343651	0.0809124095447416	0.0860053945846702	0.625869	1.04	41030937	17.4733674378452	86.2793431079217	38594927	0.002500121	82237783	82105868	99.9464179588236	6.54574043355829	82105868	54.89	24554801	80.591283418391	54	18.1818181818182	44832400	80.0517956408107	54	98.3770701911895	22.7272727272727	44732523	86.9	-259.480889132951	2	3	1	"B"	4.889115	3.289931	2.117902	0	"c3"	"c3"	1	NA	"CML"	"c3"	-259.48088913295	"c2"	"c2"
"COHP_49239"	"mRNA"	"542"	"PBMC"	"15"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-06-01	2020-12-01	2021-06-14	15	27	11	26	244324294	244324294	0.0848557038699719	0.0926094185338727	0.625476	1.04	60005438	17.358573437646	86.0474291716647	55393560	0.002398624	124270587	120053707	99.9643234673295	7.35194957370204	120053707	55.87	35965559	79.8654482935454	53	13.6363636363636	64479253	79.2009902773391	53	98.063353447213	22.7272727272727	64375613	89.2	-290.471878815848	2	3	1	"B"	5.242179	3.343531	2.421616	0	"c3"	"c3"	1	NA	"CML"	"c3"	-290.471878815848	"c2"	"c2"
"COHP_49240"	"mRNA"	"542"	"PBMC"	"16"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-06-08	2020-12-01	2021-06-14	16	27	11	27	255488572	255488572	0.099233896515502	0.115597708050731	0.710254	1.02	53726139	11.3631548263536	88.6883631821834	51836359	0.001568177	147997904	107490668	99.9642852717224	9.67607067061859	107490668	47.38	27692834	86.1294350996844	54	22.7272727272727	58558291	85.45270042102	54.5	97.8831663463151	27.2727272727273	58447757	82.3	-256.430126389324	2	3	1	"B"	5.450275	4.343483	2.529327	0	"c3"	"c3"	1	NA	"CML"	"c3"	-256.430126389324	"c2"	"c2"
"COHP_46947"	"mRNA"	"488"	"PBMC"	"0"	"CML.mRNA.2022"	"2022_A"	"TET_ON_C"	"tTA+/-, BCR-ABL+/-"	"F"	2020-11-24	2020-09-18	NA	0	27.6	9.6	9.6	194545296	194545296	0.217190812145656	0.0898572641464601	0.526801	1.06	50303288	23.3085646028676	70.508186273447	38440320	0.002362218	93882507	100662789	99.9441571204628	6.47710545750923	100662789	61.14	33332087	68.8865346724213	52.5	9.09090909090909	54648917	68.566085911555	52.5	98.7798352704764	13.6363636363636	54518946	NA	141.785440592819	NA	1	NA	"C"	0.018482	0	0.01726	0	"Ctrl"	"NA"	NA	NA	"Control"	"Ctrl"	141.785440592819	"Ctrl"	"Ctrl"
"COHP_46948"	"mRNA"	"488"	"PBMC"	"1"	"CML.mRNA.2022"	"2022_A"	"TET_ON_C"	"tTA+/-, BCR-ABL+/-"	"F"	2020-12-01	2020-09-18	NA	1	27.6	9.6	10.6	127984251	127984251	0.164981363809917	0.0668234644912184	0.668005	1.08	26904597	12.8959210770394	81.8316867927765	24243003	0.001947037	74144286	53839965	99.9428472882551	9.30641578240253	53839965	46.52	13782165	79.0693071533982	53.5	22.7272727272727	29698159	78.7786870688402	53.5	98.6888487454721	27.2727272727273	29625447	NA	159.669988949323	NA	1	NA	"C"	0.022016	0	0.011989	0	"Ctrl"	"NA"	NA	NA	"Control"	"Ctrl"	159.669988949322	"Ctrl"	"Ctrl"
"COHP_46949"	"mRNA"	"488"	"PBMC"	"2"	"CML.mRNA.2022"	"2022_A"	"TET_ON_C"	"tTA+/-, BCR-ABL+/-"	"F"	2020-12-08	2020-09-18	NA	2	27.6	9.6	11.6	156832399	156832399	0.159626347102506	0.0816336413082646	0.447677	1.04	47237997	31.8213547189315	66.3046868188658	32732099	0.002387681	62312444	94519955	99.9534902444674	4.2625126091099	94519955	70.13	34620674	61.890486828746	51	9.09090909090909	49457801	61.5763174886564	51	98.8594047318861	13.6363636363636	49366192	NA	177.07317037971	NA	1	NA	"C"	0.048718	0.252827	0.035903	0	"Ctrl"	"NA"	NA	NA	"Control"	"Ctrl"	177.07317037971	"Ctrl"	"Ctrl"
"COHP_46950"	"mRNA"	"488"	"PBMC"	"3"	"CML.mRNA.2022"	"2022_A"	"TET_ON_C"	"tTA+/-, BCR-ABL+/-"	"F"	2020-12-15	2020-09-18	NA	3	27.6	9.6	12.6	164814441	164814441	0.147295584139754	0.0826466235031836	0.404186	1.03	54274713	37.6852377881135	61.2072073336442	35412900	0.002490242	56191893	108622548	99.9326824850398	2.93475255248109	108622548	73.07	42278039	59.6673904918461	51.5	9.09090909090909	58028002	59.3697160894886	51.5	98.9140181233855	13.6363636363636	57857402	NA	178.140493966539	NA	1	NA	"C"	0.025881	0.588352	0.03889	0	"Ctrl"	"NA"	NA	NA	"Control"	"Ctrl"	178.140493966539	"Ctrl"	"Ctrl"
"COHP_46951"	"mRNA"	"488"	"PBMC"	"4"	"CML.mRNA.2022"	"2022_A"	"TET_ON_C"	"tTA+/-, BCR-ABL+/-"	"F"	2020-12-22	2020-09-18	NA	4	27.6	9.6	13.6	167870826	167870826	0.155864760697948	0.0766650679314248	0.464978	1.05	49013085	29.8742260313892	66.9930483313948	34619672	0.002500962	69780926	98089900	99.9350289887134	4.77903637377548	98089900	68.31	35302139	62.9996195044204	52	9.09090909090909	51825641	62.6755708454728	52	98.783970760876	13.6363636363636	51676514	NA	183.37324575343	NA	1	NA	"C"	0.054575	0	0.027047	0	"Ctrl"	"NA"	NA	NA	"Control"	"Ctrl"	183.37324575343	"Ctrl"	"Ctrl"
"COHP_46952"	"mRNA"	"488"	"PBMC"	"5"	"CML.mRNA.2022"	"2022_A"	"TET_ON_C"	"tTA+/-, BCR-ABL+/-"	"F"	2020-12-29	2020-09-18	NA	5	27.6	9.6	14.6	217498762	217498762	0.134399976278437	0.114158261896108	0.522472	1.09	58172389	24.4460793758449	67.5454587158268	41669192	0.002371369	101059822	116438940	99.9191318643059	6.0765745548697	116438940	64.88	40027036	67.1383222702868	52.5	9.09090909090909	61905710	66.8238756074653	52.5	98.6666702652706	13.6363636363636	61690590	NA	178.693691506715	NA	1	NA	"C"	0.042459	0	0.04491	0	"Ctrl"	"NA"	NA	NA	"Control"	"Ctrl"	178.693691506716	"Ctrl"	"Ctrl"
"COHP_46953"	"mRNA"	"488"	"PBMC"	"6"	"CML.mRNA.2022"	"2022_A"	"TET_ON_C"	"tTA+/-, BCR-ABL+/-"	"F"	2021-01-05	2020-09-18	NA	6	27.6	9.6	15.6	189598628	189598628	0.173386331486389	0.0944246245117766	0.594315	1.09	45301771	18.3671635007823	75.461292138652	36073787	0.002250474	98942428	90656200	99.9419146180846	7.66687661737421	90656200	56.98	27237926	71.7427130074729	53	13.6363636363636	47929287	71.4838974549556	53	98.8013024711826	18.1818181818182	47804359	NA	195.757243996989	NA	1	NA	"C"	0.050724	0	0.026179	0	"Ctrl"	"NA"	NA	NA	"Control"	"Ctrl"	195.75724399699	"Ctrl"	"Ctrl"
"COHP_46954"	"mRNA"	"488"	"PBMC"	"7"	"CML.mRNA.2022"	"2022_A"	"TET_ON_C"	"tTA+/-, BCR-ABL+/-"	"F"	2021-01-12	2020-09-18	NA	7	27.6	9.6	16.6	204515830	204515830	0.115382776795882	0.129423081642699	0.600872	1.07	51479901	19.0612091005376	76.9373823971409	41846360	0.002112965	101483524	103032306	99.9296298386256	6.67857904684769	103032306	59.78	32515899	73.7979271333607	52.5	13.6363636363636	54542966	73.5332146272569	53	98.7976967264644	18.1818181818182	54390153	NA	128.999385697673	NA	1	NA	"C"	0.026118	0	0.019404	0	"Ctrl"	"NA"	NA	NA	"Control"	"Ctrl"	128.999385697672	"Ctrl"	"Ctrl"
"COHP_46955"	"mRNA"	"488"	"PBMC"	"8"	"CML.mRNA.2022"	"2022_A"	"TET_ON_C"	"tTA+/-, BCR-ABL+/-"	"F"	2021-01-19	2020-09-18	NA	8	27.6	9.6	17.6	162843005	162843005	0.259451315352348	0.105113023150619	0.528444	1.06	45586336	25.1394697610745	70.5934319418542	33889126	0.002475628	71609405	91233600	99.9332175865032	5.17590010697813	91233600	64.69	31053264	67.4311234566875	52.5	9.09090909090909	48136750	67.1892982967735	52.5	98.8730796096768	13.6363636363636	48006061	NA	168.079028709304	NA	1	NA	"C"	0.048125	0	0.027035	0	"Ctrl"	"NA"	NA	NA	"Control"	"Ctrl"	168.079028709305	"Ctrl"	"Ctrl"
"COHP_46956"	"mRNA"	"488"	"PBMC"	"9"	"CML.mRNA.2022"	"2022_A"	"TET_ON_C"	"tTA+/-, BCR-ABL+/-"	"F"	2021-01-26	2020-09-18	NA	9	27.6	9.6	18.6	214814957	214814957	0.15123914364608	0.149453736533917	0.579486	1.04	55329922	20.6230872462014	72.7973255804534	42596250	0.00227324	104076191	110738766	99.9287313712707	6.32712757517995	110738766	61.51	35991409	71.4503600213713	52.5	9.09090909090909	58712746	71.2161242653926	52.5	98.937025282481	13.6363636363636	58513482	NA	137.442563334524	NA	1	NA	"C"	0.028365	0	0.015451	0	"Ctrl"	"NA"	NA	NA	"Control"	"Ctrl"	137.442563334524	"Ctrl"	"Ctrl"
"COHP_46957"	"mRNA"	"488"	"PBMC"	"10"	"CML.mRNA.2022"	"2022_A"	"TET_ON_C"	"tTA+/-, BCR-ABL+/-"	"F"	2021-02-02	2020-09-18	NA	10	27.6	9.6	19.6	135665907	135665907	0.162294174491498	0.10235922250642	0.394432	1.04	47556977	40.7096898707204	62.4534117216042	31059287	0.002514403	40502480	95163427	99.9480125910136	2.26680361143362	95163427	77.34	38464182	59.4702958307711	51	9.09090909090909	49837889	59.0934187087493	51	98.7974654713782	13.6363636363636	49731930	NA	163.825596099159	NA	1	NA	"C"	0.040667	0	0.076438	0	"Ctrl"	"NA"	NA	NA	"Control"	"Ctrl"	163.825596099159	"Ctrl"	"Ctrl"
"COHP_46958"	"mRNA"	"488"	"PBMC"	"11"	"CML.mRNA.2022"	"2022_A"	"TET_ON_C"	"tTA+/-, BCR-ABL+/-"	"F"	2021-02-09	2020-09-18	NA	11	27.6	9.6	20.6	183804491	183804491	0.133172381596853	0.128071161095262	0.486421	1.06	56378338	30.1925745655475	64.6382768947063	38377200	0.002535378	70972771	112831720	99.9334903341011	3.95026150447764	112831720	70.31	41747196	64.6850526309739	52	9.09090909090909	59529971	64.4302595036076	52	98.9355078688191	13.6363636363636	59372251	NA	151.407930519394	NA	1	NA	"C"	0.037386	0.221796	0.043413	0	"Ctrl"	"NA"	NA	NA	"Control"	"Ctrl"	151.407930519395	"Ctrl"	"Ctrl"
"COHP_46959"	"mRNA"	"488"	"PBMC"	"12"	"CML.mRNA.2022"	"2022_A"	"TET_ON_C"	"tTA+/-, BCR-ABL+/-"	"F"	2021-02-16	2020-09-18	NA	12	27.6	9.6	21.6	159380590	159380590	0.199040299720934	0.114860598008383	0.511268	1.07	47047532	27.4942149480059	69.9628905348075	34891643	0.002474191	65203051	94177539	99.9124260403534	4.4540652097524	94177539	67	33412170	67.3768226980131	52.5	9.09090909090909	50038389	67.1936412591208	52.5	99.0633549410032	13.6363636363636	49871643	NA	140.104263545365	NA	1	NA	"C"	0.066699	0	0.054483	0	"Ctrl"	"NA"	NA	NA	"Control"	"Ctrl"	140.104263545365	"Ctrl"	"Ctrl"
"COHP_46960"	"mRNA"	"488"	"PBMC"	"13"	"CML.mRNA.2022"	"2022_A"	"TET_ON_C"	"tTA+/-, BCR-ABL+/-"	"F"	2021-02-23	2020-09-18	NA	13	27.6	9.6	22.6	140464682	140464682	0.175315243595345	0.0814883590398373	0.36395	1.03	49760155	43.3333127824972	56.8083970529359	30078534	0.002633178	40860984	99603698	99.9162802168249	2.10753018427087	99603698	76.47	40487028	56.0053385247769	51.5	9.09090909090909	53130478	55.6492943237534	51.5	98.7630591928909	13.6363636363636	52947338	NA	149.59272129873	NA	1	NA	"C"	0.054302	0	0.034867	0	"Ctrl"	"NA"	NA	NA	"Control"	"Ctrl"	149.59272129873	"Ctrl"	"Ctrl"
"COHP_46961"	"mRNA"	"488"	"PBMC"	"14"	"CML.mRNA.2022"	"2022_A"	"TET_ON_C"	"tTA+/-, BCR-ABL+/-"	"F"	2021-03-02	2020-09-18	NA	14	27.6	9.6	23.6	228440826	228440826	0.333132959696948	0.112780383461722	0.615328	1.06	54624621	17.4220644780894	77.104532439562	44891036	0.0022665	119128256	109312570	99.9420670468181	7.96779546945058	109312570	56.56	32929941	74.9416802390038	53.5	13.6363636363636	58367990	74.674268655952	53.5	98.8184401754089	18.1818181818182	58221008	NA	128.600485863506	NA	1	NA	"C"	0.039902	0	0.024024	0	"Ctrl"	"NA"	NA	NA	"Control"	"Ctrl"	128.600485863506	"Ctrl"	"Ctrl"
"COHP_46962"	"mRNA"	"488"	"PBMC"	"15"	"CML.mRNA.2022"	"2022_A"	"TET_ON_C"	"tTA+/-, BCR-ABL+/-"	"F"	2021-03-09	2020-09-18	NA	15	27.6	9.6	24.6	132591185	132591185	0.149903311317072	0.0935697537609113	0.386296	1.06	46195456	41.0461947376064	61.5220624650123	29731091	0.002643605	40144996	92446189	99.9402062966598	2.54442722349539	92446189	77.1	37259744	57.2791727531473	51	9.09090909090909	48447307	56.9521576002992	51	98.890523696599	13.6363636363636	48325901	NA	138.196685707649	NA	1	NA	"C"	0.055419	0.715976	0.044086	0	"Ctrl"	"NA"	NA	NA	"Control"	"Ctrl"	138.196685707649	"Ctrl"	"Ctrl"
