sample,PC1,PC2,assay,mouse_id,tissue,timepoint,project,batch,treatment,genotype,sex,sample_date,dob,dod,sample_weeks,age_at_end,age_at_start,age_at_sample,samtools.flagstat_total,samtools.mapped_passed,biotype_counts.percent_rRNA,dupradar.dupRadar_intercept,picard.PERCENT_DUPLICATION,qualimap.5_3_bias,qualimap.reads_aligned,rseqc.proper_pairs_percent,salmon.percent_mapped,salmon.num_mapped,samtools.error_rate,samtools.non_primary_alignments,samtools.reads_mapped,samtools.reads_properly_paired_percent,samtools.reads_MQ0_percent,samtools.raw_total_sequences,star.uniquely_mapped_percent,star.uniquely_mapped,fastqc_raw.percent_duplicates,fastqc_raw.percent_gc,fastqc_raw.percent_fails,fastqc_raw.total_sequences,fastqc_trimmed.percent_duplicates,fastqc_trimmed.percent_gc,fastqc_trimmed.avg_sequence_length,fastqc_trimmed.percent_fails,fastqc_trimmed.total_sequences,myeloid,CML_space,myeloid_class,state_class,time_class,Group,HSA_ABL1_gene,HSA_BCR_ABL1_gene,HSA_BCR_gene,HSA_MYH11_gene,state_chr,myeloid_chr,old.state_class,rx_class,state_rx,group_name
COHP_46892,-0.057927892,0.056865262,mRNA,482,PBMC,1,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,12/1/20,9/12/20,NA,1,28.4,10.4,11.4,301224453,301224453,0.256718786,0.098900681,0.656878,1.07,65531452,14.08595669,83.39372648,59415103,0.001497998,170108427,131116026,99.95948474,9.193417744,131116026,52.45,37370818,82.61443724,53.5,22.72727273,71414923,82.25093076,54,98.72889274,27.27272727,71246490,NA,35.69912909,NA,0,NA,A,0.274796,0.298841,0.126711,0,c1,NA,0,A.pre,c1,Tet-Off-On
COHP_46893,0.160947203,0.093538147,mRNA,482,PBMC,2,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,12/8/20,9/12/20,NA,2,28.4,10.4,12.4,162523313,162523313,0.196040774,0.106812996,0.403044,1.06,60600801,42.75600141,65.3800204,42178895,0.002307212,41209061,121314252,99.90714199,1.645369746,121314252,78.23,50466953,65.03641747,53,9.090909091,64784462,64.47571517,53,98.61715773,9.090909091,64513432,NA,-54.9519163,NA,1,NA,A,1.810459,1.173101,1.055303,0,c2,NA,1,A.pre,c2,Tet-Off-On
COHP_46894,0.002540036,-0.043578307,mRNA,482,PBMC,3,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,12/15/20,9/12/20,NA,3,28.4,10.4,13.4,204330228,204330228,0.296983034,0.103507539,0.497125,1.11,60010632,28.19035175,69.11983648,44858599,0.002172932,84245124,120085104,99.9468377,4.604935846,120085104,67.1,43548036,70.56492523,53.5,9.090909091,65053750,70.00217735,53.5,98.47333117,13.63636364,64899747,NA,-39.55693841,NA,1,NA,A,1.407679,2.095745,0.650442,0,c2,NA,1,A.pre,c2,Tet-Off-On
COHP_46895,-0.055480181,0.051226457,mRNA,482,PBMC,4,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,12/22/20,9/12/20,NA,4,28.4,10.4,14.4,193153314,193153314,0.478633256,0.090997764,0.583264,1.08,49999314,20.38448898,78.03301013,42420010,0.002031068,93087686,100065628,99.93304394,6.17643353,100065628,58.42,31756920,77.53640165,55,18.18181818,54521821,77.04836423,55,98.51349656,18.18181818,54361622,NA,-20.12758063,NA,0,NA,A,2.41587,2.224623,1.037882,0.001756,c1,NA,1,A.pre,c1,Tet-Off-On
COHP_46896,-0.005321504,0.025009234,mRNA,482,PBMC,5,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,12/29/20,9/12/20,NA,5,28.4,10.4,15.4,201361677,201361677,0.393997191,0.091616121,0.543963,1.07,56017562,24.0588183,78.90102124,47409259,0.001982731,89258025,112103652,99.93887086,5.032157204,112103652,62.85,37764494,75.8750439,54,9.090909091,60243735,75.40701016,54,98.68871073,9.090909091,60087003,NA,-55.96432082,NA,1,NA,A,3.82063,1.942318,1.676128,0,c2,NA,1,A.pre,c2,Tet-Off-On
COHP_46897,-0.045409401,0.059819214,mRNA,482,PBMC,6,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,1/5/21,9/12/20,NA,6,28.4,10.4,16.4,200431499,200431499,0.737878609,0.169712347,0.679596,1.09,46947673,14.07204863,77.32007215,41388789,0.002264864,106469576,93961923,99.9291447,8.35668508,93961923,51.04,27323429,83.07590417,57,22.72727273,53729130,82.6835678,57,98.54394667,22.72727273,53529165,NA,-43.48783323,NA,1,NA,A,7.264183,6.367342,4.144564,0,c2,NA,1,A.pre,c2,Tet-Off-On
COHP_46898,-0.078475235,0.009017536,mRNA,482,PBMC,7,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,1/12/21,9/12/20,NA,7,28.4,10.4,17.4,301249805,301249805,0.373036619,0.101230709,0.600611,1.07,67559084,17.06743412,73.59655406,53026485,0.001810524,166063413,135186392,99.94953338,9.473525264,135186392,56.4,40634345,74.48247345,53,13.63636364,72205574,74.1022365,53,98.61357019,18.18181818,72050228,NA,58.55091064,NA,0,NA,A,0.038964,0.114728,0.033979,0,c1,NA,2,A.post,A.post,Tet-Off-On
COHP_46899,0.038884159,-0.147410216,mRNA,482,PBMC,8,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,1/19/21,9/12/20,NA,8,28.4,10.4,18.4,185119116,185119116,0.159272268,0.122103558,0.470004,1.05,60909043,33.36758587,68.34703218,43990933,0.002037146,63229260,121889856,99.94111897,3.08245093,121889856,73.37,47223012,68.41940738,52.5,9.090909091,64507218,67.95604003,52.5,98.71110277,13.63636364,64364072,NA,32.86756441,NA,0,NA,A,0.100234,0,0.06284,0,c1,NA,2,A.post,A.post,Tet-Off-On
COHP_46900,-0.030778605,-0.066226295,mRNA,482,PBMC,12,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,2/16/21,9/12/20,NA,12,28.4,10.4,22.4,184421346,184421346,0.260078989,0.11309636,0.502092,1.06,55644481,28.69546349,67.4704506,40032484,0.002183015,73064376,111356970,99.93892794,3.709637574,111356970,67.81,40233309,68.6054052,53,9.090909091,59482891,68.2245236,53,98.72927659,13.63636364,59333358,NA,33.40720512,NA,0,NA,A,0.079659,0.236009,0.052504,0,c1,NA,2,A.post,A.post,Tet-Off-On
COHP_46901,-0.071507118,0.000115012,mRNA,482,PBMC,16,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,3/16/21,9/12/20,NA,16,28.4,10.4,26.4,208332654,208332654,0.209015135,0.110436906,0.514746,1.1,59666477,26.56407862,68.53764421,43628904,0.002107778,88923107,119409547,99.93585689,5.049785508,119409547,66.15,42110201,69.19747007,53,9.090909091,63831082,68.86198505,53,98.75279701,13.63636364,63656848,NA,34.87917299,NA,0,NA,A,0.062197,0,0.033237,0,c1,NA,2,A.post,A.post,Tet-Off-On
COHP_46902,-0.073285665,0.014342617,mRNA,482,PBMC,18,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,3/30/21,9/12/20,NA,18,28.4,10.4,28.4,180535393,180535393,0.246393599,0.152495367,0.589925,1.06,45699487,19.66128714,75.38301919,36833240,0.001811918,89080649,91454744,99.93901902,7.025317353,91454744,60.05,29339483,74.43011854,53.5,9.090909091,49002699,74.08581946,53.5,98.66608911,13.63636364,48861455,NA,46.03448116,NA,0,NA,A,0.037117,0,0.021664,0,c1,NA,2,A.post,A.post,Tet-Off-On
COHP_46903,0.15401945,0.0189542,mRNA,483,PBMC,0,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,11/24/20,9/12/20,NA,0,28.4,10.4,10.4,137011129,137011129,0.21093385,0.137268555,0.299556,1.05,59731558,59.14000315,46.04370756,28784099,0.002279715,17500652,119510477,99.96037084,0.637932355,119510477,88.24,55161633,51.66769582,50,9.090909091,62625655,51.28733979,50,98.96205254,13.63636364,62514729,NA,14.25711003,NA,0,NA,A,0.090652,0,0.091504,0,c1,NA,0,A.pre,c1,Tet-Off-On
COHP_46904,-0.060421217,0.043656056,mRNA,483,PBMC,1,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,12/1/20,9/12/20,NA,1,28.4,10.4,11.4,227119194,227119194,1.449437828,0.131026139,0.675709,1.07,52626128,14.13043673,75.67292736,45494150,0.002059722,121787149,105332045,99.92425002,7.552837316,105332045,49.84,29965067,83.07212067,56.5,22.72727273,60296775,82.58357803,57,98.41046195,27.27272727,60119453,NA,10.68058154,NA,0,NA,A,0.451585,1.075266,0.304274,0,c1,NA,0,A.pre,c1,Tet-Off-On
COHP_46905,0.169680942,0.095044598,mRNA,483,PBMC,2,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,12/8/20,9/12/20,NA,2,28.4,10.4,12.4,150607494,150607494,0.104278818,0.147192991,0.356689,1.06,63840127,52.76818695,58.91792115,39488302,0.001973492,22844763,127762731,99.93544518,0.742979578,127762731,86.07,57686910,61.09688422,51,13.63636364,67173575,60.66892656,51,98.86948352,18.18181818,67022565,NA,-86.12219649,NA,1,NA,A,10.71684,10.000239,4.919573,0,c2,NA,1,A.pre,c2,Tet-Off-On
COHP_46906,0.137730714,0.009279323,mRNA,483,PBMC,3,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,12/15/20,9/12/20,NA,3,28.4,10.4,13.4,146345938,146345938,0.189752992,0.107046715,0.34761,1.06,57498346,49.4599529,56.29089934,34426686,0.002173173,31276426,115069512,99.93671651,1.316967434,115069512,81.67,49950611,58.69208952,51,9.090909091,61292675,58.14726736,51,98.64318308,13.63636364,61158529,NA,-67.46063497,NA,1,NA,A,7.74782,5.363364,3.412608,0,c2,NA,1,A.pre,c2,Tet-Off-On
COHP_46907,-0.046284255,0.073431128,mRNA,483,PBMC,4,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,12/22/20,9/12/20,NA,4,28.4,10.4,14.4,224806306,224806306,0.334706035,0.08150201,0.54878,1.04,58990402,22.51419762,78.68454203,49746226,0.001714116,106743886,118062420,99.93087047,6.289719455,118062420,61.4,38819623,76.24518014,54,13.63636364,63399366,75.80397268,54,98.65213242,13.63636364,63222362,NA,-40.77494918,NA,1,NA,A,9.725239,4.367664,4.295066,0,c2,NA,1,A.pre,c2,Tet-Off-On
COHP_46908,-0.029718668,0.067029299,mRNA,483,PBMC,5,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,12/29/20,9/12/20,NA,5,28.4,10.4,15.4,233155727,233155727,0.237876045,0.091193256,0.561089,1.05,61187083,21.88703518,80.12466474,52403239,0.001806474,110717656,122438071,99.94780627,6.191454944,122438071,61.92,40494516,76.93532209,53.5,9.090909091,65553250,76.64307755,54,98.94811478,13.63636364,65402132,NA,-49.31584798,NA,1,NA,A,9.593023,6.747081,4.03219,0,c2,NA,1,A.pre,c2,Tet-Off-On
COHP_46909,0.017705671,0.112345279,mRNA,483,PBMC,6,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,1/5/21,9/12/20,NA,6,28.4,10.4,16.4,206277844,206277844,0.404290289,0.098086756,0.533158,1.07,58467136,25.12856495,79.45106114,50278381,0.001988231,89246431,117031413,99.91699579,5.261977825,117031413,64.43,40771219,76.94759974,54,9.090909091,63511102,76.57615968,54.5,98.81607426,9.090909091,63282202,NA,-78.69330193,NA,1,NA,A,25.818137,15.963488,11.221496,0,c2,NA,1,A.pre,c2,Tet-Off-On
COHP_46910,-0.075105051,0.028177017,mRNA,483,PBMC,7,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,1/12/21,9/12/20,NA,7,28.4,10.4,17.4,264329624,264329624,0.685722004,0.103527312,0.652787,1.07,55445489,13.79778152,72.94271865,44205796,0.001949912,153343347,110986277,99.91413443,10.80241839,110986277,50.18,30409737,77.22751448,54.5,18.18181818,60796509,76.91224577,55,98.61691753,22.72727273,60603439,NA,46.47262174,NA,0,NA,A,0.025782,0.084505,0.045149,0,c1,NA,2,A.post,A.post,Tet-Off-On
COHP_46911,0.116000194,-0.057215701,mRNA,483,PBMC,8,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,1/19/21,9/12/20,NA,8,28.4,10.4,18.4,123149571,123149571,0.269975255,0.090305671,0.324902,1.03,50390604,53.24660368,51.4317019,27575557,0.002659636,22290046,100859525,99.92235042,0.933615343,100859525,83.49,44766336,55.59380528,51.5,9.090909091,53762760,55.11570094,51.5,98.74090493,13.63636364,53615875,NA,10.67101272,NA,0,NA,A,0.234313,0,0.116452,0,c1,NA,2,A.post,A.post,Tet-Off-On
COHP_46912,0.061073493,-0.130710845,mRNA,483,PBMC,12,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,2/16/21,9/12/20,NA,12,28.4,10.4,22.4,156578130,156578130,0.207336617,0.101332939,0.430072,1.07,52012709,36.27095687,61.51724518,33996194,0.002381926,52465104,104113026,99.91585299,3.047668598,104113026,74.03,40909392,62.95882353,52.5,9.090909091,55435722,62.53911917,52.5,98.70504405,13.63636364,55262868,NA,39.48293225,NA,0,NA,A,0.104365,0.259903,0.095684,0,c1,NA,2,A.post,A.post,Tet-Off-On
COHP_46913,0.037458815,-0.164984263,mRNA,483,PBMC,16,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,3/16/21,9/12/20,NA,16,28.4,10.4,26.4,187866291,187866291,0.196357483,0.101603676,0.438565,1.07,61064019,35.03241249,63.21927785,40812693,0.002121519,65661360,122204931,99.93707864,3.350616842,122204931,73.35,47350597,63.81094162,52,9.090909091,64718591,63.45332028,52,98.82091656,13.63636364,64557354,NA,28.01179676,NA,0,NA,A,0.042787,0,0.072111,0,c1,NA,2,A.post,A.post,Tet-Off-On
COHP_46914,-0.046476272,-0.136879708,mRNA,483,PBMC,18,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,3/30/21,9/12/20,NA,18,28.4,10.4,28.4,189481219,189481219,0.366320828,0.1114221,0.529075,1.04,53057346,25.07293243,72.92447423,40966084,0.002028619,83296843,106184376,99.93437453,5.055054427,106184376,65.32,36694969,71.10793277,53,13.63636364,56337088,70.54935232,53,98.27214838,18.18181818,56176043,NA,40.01795776,NA,0,NA,A,0.069442,0,0.048358,0,c1,NA,2,A.post,A.post,Tet-Off-On
COHP_46915,-0.079647725,-0.061126416,mRNA,545,PBMC,0,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,2/16/21,12/8/20,NA,0,28,10,10,173246790,173246790,0.20252359,0.138105716,0.501132,1.08,51744510,28.53550014,64.41234288,35218081,0.001935612,69686787,103560003,99.93145713,4.379136605,103560003,69.27,37872281,66.22219221,52.5,9.090909091,54813084,65.80295414,52.5,98.62587297,13.63636364,54675982,NA,63.79175089,NA,0,NA,A,0.073675,0.807239,0.073785,0,c1,NA,0,A.pre,c1,Tet-Off-On
COHP_46916,-0.047870569,0.066178715,mRNA,545,PBMC,1,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,2/23/21,12/8/20,NA,1,28,10,11,302808460,302808460,0.199256019,0.10415708,0.598902,1.03,72245606,18.13532158,81.88970774,63302318,0.001731541,158171131,144637329,99.89897698,8.153888821,144637329,58.87,45504935,79.13396405,53.5,13.63636364,77617100,78.76764249,54,98.55834619,13.63636364,77301922,NA,1.457580303,NA,0,NA,A,0.444207,0.678196,0.246538,0.001261,c1,NA,0,A.pre,c1,Tet-Off-On
COHP_46917,0.074838995,0.0406603,mRNA,545,PBMC,2,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,3/2/21,12/8/20,NA,2,28,10,12,109382943,109382943,0.151441941,0.079352462,0.389307,1.04,40096261,42.77374581,72.95267605,31090169,0.002026647,29130529,80252414,99.92537047,1.356577261,80252414,76.67,32674875,66.51948254,52.5,9.090909091,42759122,66.15805295,53,98.93792789,9.090909091,42616900,NA,-43.57652543,NA,1,NA,A,1.604838,0,0.769103,0,c2,NA,1,A.pre,c2,Tet-Off-On
COHP_46918,-0.038611214,0.051418014,mRNA,545,PBMC,3,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,3/9/21,12/8/20,NA,3,28,10,13,223386116,223386116,0.277384164,0.134534288,0.567166,1.1,60733934,22.39952639,73.08281363,48404614,0.002072454,101826521,121559595,99.92454154,5.88206221,121559595,62.29,41254997,75.27306621,54,9.090909091,66442188,74.93670779,54.5,98.81586963,13.63636364,66232554,NA,-39.35628087,NA,1,NA,A,1.868618,0.752412,0.876578,0,c2,NA,1,A.pre,c2,Tet-Off-On
COHP_46919,-0.024548475,0.091617039,mRNA,545,PBMC,4,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,3/16/21,12/8/20,NA,4,28,10,14,235153251,235153251,0.368657201,0.109751431,0.555398,1.05,62837907,22.60284294,75.88221275,51177693,0.001885098,109396200,125757051,99.93540163,6.031282492,125757051,63.02,42502308,75.55289763,53.5,9.090909091,67621029,75.19880726,54,98.78654903,13.63636364,67443596,NA,-40.44657944,NA,1,NA,A,5.429605,0,2.419665,0,c2,NA,1,A.pre,c2,Tet-Off-On
COHP_46920,0.109169339,0.053376676,mRNA,545,PBMC,5,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,3/23/21,12/8/20,NA,5,28,10,15,169584919,169584919,0.276219535,0.075357628,0.432459,1.08,55762459,35.69591586,72.46512312,43123981,0.002041452,57958530,111626389,99.90909766,2.973994796,111626389,72.48,43131832,68.60821441,53,9.090909091,59755788,68.02278481,53,98.48710358,13.63636364,59509981,NA,-81.78850633,NA,1,NA,A,14.97887,9.982481,6.80939,0,c2,NA,1,A.pre,c2,Tet-Off-On
COHP_46921,0.17620861,0.119904116,mRNA,545,PBMC,6,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,3/30/21,12/8/20,NA,6,28,10,16,162630489,162630489,0.173119117,0.106720889,0.404956,1.03,60028976,42.14989109,69.46094966,44115052,0.001979948,42497643,120132846,99.93765735,1.86505862,120132846,78.78,50031328,66.89508501,52.5,9.090909091,63651159,66.38320771,52.5,98.7693674,13.63636364,63510580,NA,-91.97087614,NA,1,NA,A,6.896222,4.913862,3.020992,0,c2,NA,1,A.pre,c2,Tet-Off-On
COHP_46922,-0.067654488,0.028713333,mRNA,545,PBMC,7,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,4/6/21,12/8/20,NA,7,28,10,17,193648978,193648978,7.072977206,1.01936401,0.923153,1.4,45801270,3.194098964,46.9599744,32366743,0.004808124,101963223,91685755,99.9092389,6.793896173,91685755,34.93,24074788,94.12635603,65.5,31.81818182,69120343,94.01124082,65.5,99.07370748,31.81818182,68924107,NA,82.79175171,NA,0,NA,A,0.015034,0,0.075842,0,c1,NA,2,A.post,A.post,Tet-Off-On
COHP_46923,0.131466414,-0.039597058,mRNA,545,PBMC,8,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,4/13/21,12/8/20,NA,8,28,10,18,174040318,174040318,0.258078379,0.134953226,0.465163,1.03,59959365,35.17323038,70.04696998,44453676,0.002234075,54054779,119985539,99.94431912,2.313943016,119985539,74.77,47449114,69.33871479,53,9.090909091,63615068,68.72951661,53.5,98.41480056,9.090909091,63462668,NA,5.127134741,NA,0,NA,A,0.175212,0,0.1243,0,c1,NA,2,A.post,A.post,Tet-Off-On
COHP_46924,-0.032535823,-0.129473518,mRNA,545,PBMC,12,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,5/11/21,12/8/20,NA,12,28,10,22,252366881,252366881,0.275852663,0.105896322,0.529611,1.06,69149962,24.58160586,71.69148041,52962935,0.00223743,113953444,138413437,99.9179899,5.561211517,138413437,65.73,48556324,72.28352424,53.5,9.090909091,74129669,71.91081273,53.5,98.68498939,13.63636364,73876191,NA,34.31097435,NA,0,NA,A,0.158093,0,0.125949,0,c1,NA,2,A.post,A.post,Tet-Off-On
COHP_46925,0.035987455,-0.153782664,mRNA,545,PBMC,16,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,6/8/21,12/8/20,NA,16,28,10,26,174023770,174023770,0.188737352,0.098555703,0.438236,1.03,55675384,34.46719491,62.53746279,36715907,0.002126511,62597001,111426769,99.93179287,3.625629673,111426769,73.18,42962346,63.22109249,52,9.090909091,58860237,62.84294663,52,98.78508949,13.63636364,58710260,NA,43.21904135,NA,0,NA,A,0.202969,0,0.123794,0,c1,NA,2,A.post,A.post,Tet-Off-On
COHP_46926,0.006197735,-0.101534797,mRNA,545,PBMC,18,CML.mRNA.2022,2022_A,TET_OFF_ON_A,"tTA+/-, BCR-ABL+/-",F,6/22/21,12/8/20,NA,18,28,10,28,175420351,175420351,0.196012663,0.132743624,0.482251,1.06,54222571,30.64829234,65.84851815,37623343,0.001989085,66890778,108529573,99.92220461,4.05342975,108529573,71.37,40778251,65.91992924,52.5,9.090909091,57320068,65.53340056,52.5,98.71104191,13.63636364,57136203,NA,35.49184728,NA,0,NA,A,0.149186,0.524351,0.085127,0.002397,c1,NA,2,A.post,A.post,Tet-Off-On
COHP_46927,0.157903354,0.044883906,mRNA,484,PBMC,0,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",M,11/24/20,9/12/20,2/10/21,0,21.4,10.4,10.4,135205113,135205113,0.113841743,0.096535925,0.27735,1.06,57559691,59.52677396,51.32547845,30953968,0.002083007,20029975,115175138,99.95159025,0.776711898,115175138,86.95,52440441,52.2512152,50.5,9.090909091,60463902,51.68391339,50.5,98.65362943,13.63636364,60309166,38.8,-30.43796889,1,0,1,B,0.194115,0,0.085432,0,c1,c2,0,NA,c1,CML
COHP_46928,-0.053103835,0.049703411,mRNA,484,PBMC,1,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",M,12/1/20,9/12/20,2/10/21,1,21.4,10.4,11.4,237951072,237951072,0.346414675,0.105705184,0.586376,1.03,62562346,20.66274532,75.66904374,52456680,0.001693135,112765115,125185957,99.9510608,6.18991873,125185957,58.67,40670795,78.02266817,53.5,9.090909091,69453829,77.71911334,54,98.89988296,13.63636364,69323831,30.9,12.77427658,0,0,1,B,0.206198,0,0.124444,0,c1,c1,0,NA,c1,CML
COHP_46929,0.025006401,0.107559069,mRNA,484,PBMC,2,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",M,12/8/20,9/12/20,2/10/21,2,21.4,10.4,12.4,211017467,211017467,0.212739661,0.082446346,0.465969,1.08,62941040,30.52446649,68.99420343,46432153,0.001994303,85052143,125965324,99.93391515,4.64223154,125965324,68.84,46326995,68.46461253,53,9.090909091,67471536,67.97141217,53,98.5612575,13.63636364,67298629,59.2,-65.31987301,1,1,1,B,0.686297,0.659892,0.318532,0,c2,c2,1,NA,c2,CML
COHP_46930,0.170270681,0.08613027,mRNA,484,PBMC,3,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",M,12/15/20,9/12/20,2/10/21,3,21.4,10.4,13.4,175533854,175533854,0.371960025,0.07950686,0.374606,1.07,63489278,43.5481158,57.736017,39312637,0.002410481,48481653,127052201,99.94203564,2.157909881,127052201,77.27,52610619,60.82568567,52.5,9.090909091,68236836,60.21811263,52.5,98.50121328,13.63636364,68090317,54.2,-65.17601327,1,1,1,B,1.11969,1.576623,0.615447,0,c2,c2,1,NA,c2,CML
COHP_46931,0.088997543,0.024597784,mRNA,484,PBMC,4,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",M,12/22/20,9/12/20,2/10/21,4,21.4,10.4,14.4,177710733,177710733,0.293580746,0.110499081,0.476658,1.08,56163455,31.6201937,67.64449605,40691090,0.002199655,65340113,112370620,99.96110193,3.6653175,112370620,70.17,42207792,68.89106367,54,9.090909091,60281026,68.25788681,54,98.35332681,13.63636364,60154325,66,-75.44844002,2,1,1,B,0.982131,0,0.442029,0,c2,c3,1,NA,c2,CML
COHP_46932,-0.00737555,0.067923219,mRNA,484,PBMC,5,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",M,12/29/20,9/12/20,2/10/21,5,21.4,10.4,15.4,187450670,187450670,0.64359833,0.081302544,0.527868,1.09,50876144,24.31917475,73.09791063,41293191,0.002699575,85627402,101823268,99.93029098,5.594525801,101823268,61.68,34845417,72.19079482,54.5,9.090909091,56663398,71.89770758,55,98.92717081,9.090909091,56490248,71.4,-66.46449436,2,1,1,B,2.100754,1.508784,1.110111,0,c2,c3,1,NA,c2,CML
COHP_46933,-0.054130151,0.063047214,mRNA,484,PBMC,6,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",M,1/5/21,9/12/20,2/10/21,6,21.4,10.4,16.4,213159578,213159578,1.1038898,0.096186275,0.659742,1.08,45879139,13.71767306,79.77121391,41013753,0.002433463,121324721,91834857,99.91661227,9.68747847,91834857,48.61,24993996,80.0366296,55.5,18.18181818,51602949,79.77685616,55.5,98.71432341,22.72727273,51414227,69.7,-45.28405072,2,1,1,B,1.410222,0.358167,0.725361,0,c2,c3,1,NA,c2,CML
COHP_46934,0.038715754,0.096815171,mRNA,484,PBMC,7,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",M,1/12/21,9/12/20,2/10/21,7,21.4,10.4,17.4,170792940,170792940,0.506077257,0.08196264,0.472907,1.06,50173212,29.57754577,70.86984504,38625911,0.002639828,70386820,100406120,99.94054546,4.564327354,100406120,66.56,36275145,67.89385711,53.5,9.090909091,54643535,67.61382105,53.5,98.95621064,13.63636364,54502604,81.5,-77.77555499,2,1,1,B,3.613659,2.461466,1.7517,0,c2,c3,1,NA,c2,CML
COHP_46935,0.098529782,-0.01181596,mRNA,484,PBMC,8,CML.mRNA.2022,2022_A,TET_OFF_B,"tTA+/-, BCR-ABL+/-",M,1/19/21,9/12/20,2/10/21,8,21.4,10.4,18.4,123856062,123856062,0.792007145,0.083682779,0.415163,1.06,43279801,39.09610012,63.69190661,29894211,0.00287024,37235443,86620619,99.92955834,2.241686821,86620619,73.41,34454878,63.2833667,53,9.090909091,47072861,62.93307071,53,98.83501326,13.63636364,46935651,75.4,-97.93954135,2,2,2,B,12.895392,10.839476,5.816059,0.002846,c3,c3,2,NA,c3,CML
